Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
Z92.4 Chest NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4266,390575,0.0580139643455347,-0.149803753284487,,,categorical-41210-both_sexes-Z924-
Z08 Follow-up examination after treatment for malignant neoplasm,Z08,icd10,,Chapter XXI Factors influencing health status and contact with health services | Z00-Z13 Persons encountering health services for examination and investigation | Z08 Follow-up examination after treatment for malignant neoplasm,,4901,389940,0.0580671506988804,0.137194351415069,,,icd10-Z08-both_sexes--
Z85.6 Ankle joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2651,392190,0.0581369742837732,-0.187720343450673,,,categorical-41210-both_sexes-Z856-
G24 Dystonia,131030,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,862,393979,0.0585301940136939,0.328188494655267,,,icd_first_occurrence-131030-both_sexes--
Amputation of leg,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,176,394607,0.0585382338393363,-0.727866823780725,,,categorical-20004-both_sexes-1440-
W78.4 Limited release of contracture of capsule of joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,321,394520,0.058943295834712,-0.538391723614376,,,categorical-41210-both_sexes-W784-
Larynx/throat cancer,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,291,394492,0.0597177370205425,-0.568544919211045,,,categorical-20001-both_sexes-1006-
Retinal artery/vein occlusion,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,181,394602,0.0597384262828712,0.717395955817667,,,categorical-20002-both_sexes-1282-
Fybogel orange s/f granules,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,820,393963,0.0599352560026198,0.334656868545515,,,categorical-20003-both_sexes-1141180036-
Meloxicam,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1122,393661,0.0603547824943251,-0.284803388571188,,,categorical-20003-both_sexes-1140926732-
Transurethral resection bladder tumour (turbt),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,487,394296,0.0603823682020773,0.426050149354892,,,categorical-20004-both_sexes-1428-
Volume of pallidum (right),25018,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,18180,,0.0603851358369165,-0.0662824636939801,,,continuous-25018-both_sexes--irnt
Systemic lupus erythematosis/sle,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,441,394342,0.0604662928562058,-0.449575753267425,,,categorical-20002-both_sexes-1381-
Mean L1 in fornix cres+stria terminalis on FA skeleton (right),25238,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0604745474506157,-0.072461441456562,,,continuous-25238-both_sexes--irnt
Q55.4 Colposcopy of cervix,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,244,213369,0.0606072785217481,-0.607390426514885,,,categorical-41200-both_sexes-Q554-
Mean OD in inferior cerebellar peduncle on FA skeleton (left),25403,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.0608767628989291,0.0717171882262121,,,continuous-25403-both_sexes--irnt
Lupus custom,Lupus_custom,categorical,,,,690,394151,0.0610135454169249,-0.359091437581438,,,categorical-Lupus_custom-both_sexes--custom
Q55.2 Examination of female genital tract under anaesthetic NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,894,212719,0.0610498777511198,0.324785850285783,,,categorical-41210-both_sexes-Q552-
Mean MD in corticospinal tract on FA skeleton (right),25110,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0612124573215257,0.0731381950932136,,,continuous-25110-both_sexes--irnt
Sodium thyroxine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,178,394605,0.0613356586765828,-0.728152989413597,,,categorical-20003-both_sexes-1140910814-
"Q89 Other congenital malformations, not elsewhere classified",132586,icd_first_occurrence,,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,,275,394566,0.0616710351850515,-0.569252737972796,,,icd_first_occurrence-132586-both_sexes--
Pleurisy,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1344,393439,0.0617916510159466,-0.259105615480527,,,categorical-20002-both_sexes-1125-
Selenium product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1208,393575,0.0622190987343968,0.271526805694468,,,categorical-20003-both_sexes-1140883748-
Epilepsy custom,Epilepsy_custom,categorical,,,,5177,389664,0.0625005686706452,-0.131602394419209,,,categorical-Epilepsy_custom-both_sexes--custom
Q02.3 Cauterisation of lesion of cervix uteri,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,581,213032,0.0630332726552803,-0.395602396289171,,,categorical-41210-both_sexes-Q023-
Leg fat mass (left),23116,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,387922,,0.0632668295269803,-0.0115772582935606,,,continuous-23116-both_sexes--irnt
J92 Pleural plaque,131538,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,1277,179951,0.0634803251837278,-0.266878688291369,,,icd_first_occurrence-131538-both_sexes--
Weighted-mean L3 in tract corticospinal tract (right),25632,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.0635077322418336,0.0726689095408309,,,continuous-25632-both_sexes--irnt
C-reactive protein,30710,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,376005,,0.0635081506771812,-0.01487134255818,,,continuous-30710-both_sexes--irnt
C13.2 Blepharoplasty of upper eyelid,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,172,394669,0.0636354231621456,-0.722841041848156,,,categorical-41210-both_sexes-C132-
Mean MO in posterior thalamic radiation on FA skeleton (left),25181,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0638260215620856,-0.0720240444266335,,,continuous-25181-both_sexes--irnt
Weighted-mean L2 in tract medial lemniscus (left),25613,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.0644510507722907,-0.0693598819439864,,,continuous-25613-both_sexes--irnt
J34 Other disorders of nose and nasal sinuses,131472,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,13455,381386,0.0644689995947015,0.0815686702461467,,,icd_first_occurrence-131472-both_sexes--
E21 Hyperparathyroidism and other disorders of parathyroid gland,130722,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,1373,393468,0.0650409152441729,0.252844209272024,,,icd_first_occurrence-130722-both_sexes--
J38.1 Endoscopic sphincterotomy of sphincter of Oddi and removal of calculus HFQ,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1138,393703,0.065142508613901,0.278484606267025,,,categorical-41200-both_sexes-J381-
Weighted-mean OD in tract inferior fronto-occipital fasciculus (right),25690,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.0652858384618232,0.0716923764245982,,,continuous-25690-both_sexes--irnt
G96 Other disorders of central nervous system,131120,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,325,394516,0.0655898910880054,0.524357817615076,,,icd_first_occurrence-131120-both_sexes--
Varicose vein surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,16135,378648,0.0656204264945986,-0.0719801849060729,,,categorical-20004-both_sexes-1479-
Arm fat percentage (right),23119,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,387894,,0.0656417940822972,-0.0110075958535137,,,continuous-23119-both_sexes--irnt
Mean platelet (thrombocyte) volume,30100,continuous,,Biological samples > Assay results > Blood assays > Blood count,,383461,,0.0656799467658282,0.0172792322771427,,,continuous-30100-both_sexes--irnt
X38.6 Subcutaneous injection for local action NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,291,394550,0.0662557562641163,-0.555720430806474,,,categorical-41200-both_sexes-X386-
Weighted-mean MD in tract corticospinal tract (right),25524,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.0663137039669016,0.0721071022935668,,,continuous-25524-both_sexes--irnt
S27.3 Random pattern local flap of skin to head or neck NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,264,394577,0.0663436995509514,0.576504466516281,,,categorical-41210-both_sexes-S273-
K61 Abscess of anal and rectal regions,131644,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2288,392553,0.0665347954593014,0.194379276950627,,,icd_first_occurrence-131644-both_sexes--
Z58.8 Specified muscle of lower leg NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,226,394615,0.0665397376318079,0.626227567456569,,,categorical-41210-both_sexes-Z588-
E13 Other specified diabetes mellitus,130712,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,245,394596,0.0665482638435127,-0.598221406358239,,,icd_first_occurrence-130712-both_sexes--
N61 Inflammatory disorders of breast,132098,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,1497,212116,0.0668490062980287,-0.243500816560763,,,icd_first_occurrence-132098-both_sexes--
Pilonidal sinus surgery (anal),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2248,392535,0.0669089728510665,0.19559326399254,,,categorical-20004-both_sexes-1484-
Whole body fat mass,23100,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,387351,,0.0669830074639415,-0.0140754519074666,,,continuous-23100-both_sexes--irnt
X37.5 Intramuscular injection for local action,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,325,394516,0.0670924772024577,0.507410137324673,,,categorical-41210-both_sexes-X375-
M50 Cervical disk disorders,131922,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,3001,391840,0.0671649757935199,-0.170079081490864,,,icd_first_occurrence-131922-both_sexes--
Y11.1 Cauterisation of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,663,394178,0.0672870686007028,-0.360022284023875,,,categorical-41210-both_sexes-Y111-
"Medication for pain relief, constipation, heartburn",6154,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,23677,367006,0.0674374317103469,-0.0613780861056575,,,categorical-6154-both_sexes-5-
Protein,100003,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,56050,,0.0674611658691395,0.037407342261676,,,continuous-100003-both_sexes--irnt
N34 Urethritis and urethral syndrome,132062,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,872,393969,0.0675748865200031,-0.314794540420446,,,icd_first_occurrence-132062-both_sexes--
Varicose veins,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1445,393338,0.0678100153107967,-0.240190675022832,,,categorical-20002-both_sexes-1494-
T2D custom,T2D_custom,categorical,,Health-related outcomes > Cardiac/Metabolism,,20813,371952,0.0689189608157911,-0.0626034379527177,,,categorical-T2D_custom-both_sexes--custom
Syndol tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,275,213313,0.0691705798233773,0.553498519295226,,,categorical-20003-both_sexes-1140856342-
Migraleve tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,529,394254,0.0693515424538293,-0.397911650162459,,,categorical-20003-both_sexes-1141168554-
insomnia 1200 quant,insomnia_1200_quant,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,,391456,,0.0694765800665783,-0.0143212726348864,,,continuous-insomnia_1200_quant-both_sexes--custom
Transient ischaemic attack (tia),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1491,393292,0.0694844384593732,0.238996180542828,,,categorical-20002-both_sexes-1082-
Uterine surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1662,211926,0.0698991925046815,-0.228952421486531,,,categorical-20004-both_sexes-1508-
J00 Acute nasopharyngitis [common cold],131424,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,4325,390516,0.070035935673634,0.139211413185453,,,icd_first_occurrence-131424-both_sexes--
Calcichew d3 tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3780,391003,0.070102406430798,0.150454754038016,,,categorical-20003-both_sexes-1140871050-
Weighted-mean OD in tract uncinate fasciculus (right),25703,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.0701403675444683,0.0701471048770899,,,continuous-25703-both_sexes--irnt
Throat or larynx disorder,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,359,394424,0.070164079951013,0.486895070930146,,,categorical-20002-both_sexes-1414-
Naratriptan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,303,394480,0.0704755562764398,0.531721739554615,,,categorical-20003-both_sexes-1141151284-
W26.2 Manipulation of fracture of bone NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1098,393743,0.0704762242363919,-0.281284507681495,,,categorical-41200-both_sexes-W262-
W85.2 Endoscopic irrigation of knee joint,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1822,393019,0.0705728441304283,0.21271573807738,,,categorical-41200-both_sexes-W852-
Mean ISOVF in superior cerebellar peduncle on FA skeleton (right),25452,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.0708418133823424,0.0704941510856933,,,continuous-25452-both_sexes--irnt
Leg fat mass (right),23112,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,387940,,0.0715537028615072,-0.0113675009073435,,,continuous-23112-both_sexes--irnt
M62 Other disorders of muscle,131934,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,3437,391404,0.0719780781699803,-0.158566986360148,,,icd_first_occurrence-131934-both_sexes--
V33.8 Other specified primary excision of lumbar intervertebral disc,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,164,394677,0.072438369781816,0.712482872954145,,,categorical-41200-both_sexes-V338-
Glycated haemoglobin (HbA1c),30750,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,376931,,0.0726585503187451,0.0135589498722948,,,continuous-30750-both_sexes--irnt
Z77.3 Medial malleolus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,815,394026,0.072931488437367,0.319443398635031,,,categorical-41210-both_sexes-Z773-
Y58.9 Unspecified harvest of skin for graft,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,438,394403,0.0732555034615903,-0.435006252583513,,,categorical-41210-both_sexes-Y589-
Q12.4 Removal of intrauterine contraceptive device NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,443,213170,0.0738069282529034,0.43281773732772,,,categorical-41200-both_sexes-Q124-
Y81.9 Unspecified spinal anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3390,391451,0.0742406362753056,0.15529524704404,,,categorical-41210-both_sexes-Y819-
Q16.8 Other specified other vaginal operations on uterus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,314,213299,0.0744574107235138,-0.518880443659721,,,categorical-41200-both_sexes-Q168-
M43.2 Endoscopic hydrostatic distension of bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,389,394452,0.0746366892264639,0.459823236105009,,,categorical-41200-both_sexes-M432-
Birth weight known,120,categorical,,UK Biobank Assessment Centre > Verbal interview > Early life factors,,224079,170704,0.0747478144109667,0.0318088574869038,,,categorical-120-both_sexes-1-
X33.9 Unspecified other blood transfusion,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1916,392925,0.0751891740147578,0.206577002022186,,,categorical-41200-both_sexes-X339-
G80.2 Wireless capsule endoscopy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,462,394379,0.0753670991998231,-0.417275335214996,,,categorical-41200-both_sexes-G802-
M24 Other specific joint derangements,131886,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,3437,391404,0.0753832823326507,-0.154064574844527,,,icd_first_occurrence-131886-both_sexes--
M53.3 Introduction of tension-free vaginal tape,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1204,212409,0.0757308340363508,-0.262431406422198,,,categorical-41200-both_sexes-M533-
Mean MO in sagittal stratum on FA skeleton (right),25182,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0762586335634346,-0.0686930226759722,,,continuous-25182-both_sexes--irnt
H15.1 Loop colostomy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,163,394678,0.0763437299509327,-0.709948395862496,,,categorical-41210-both_sexes-H151-
L73 Other follicular disorders,131796,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,2909,391932,0.0764127907079362,-0.167669376078006,,,icd_first_occurrence-131796-both_sexes--
S13.1 Punch biopsy of lesion of skin of head or neck,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,963,393878,0.0772519139049841,0.287708738182267,,,categorical-41200-both_sexes-S131-
B32.2 Biopsy of lesion of breast NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,583,213030,0.0777058491790011,0.373125223849733,,,categorical-41200-both_sexes-B322-
J37 Chronic laryngitis and laryngotracheitis,131478,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,449,394392,0.0777599785345581,0.424431114169257,,,icd_first_occurrence-131478-both_sexes--
Morphine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,229,394554,0.0778367453495874,0.602006650032855,,,categorical-20003-both_sexes-1140871692-
C43.4 Subconjunctival injection,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,573,394268,0.0780310702001742,0.374406929053798,,,categorical-41210-both_sexes-C434-
S43.4 Removal of suture from skin NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,265,394576,0.0780634899251581,0.55148227251421,,,categorical-41200-both_sexes-S434-
"Forced vital capacity (FVC), Best measure",20151,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,297213,,0.0781878419563509,0.0112243461427767,,,continuous-20151-both_sexes--irnt
A08 Viral and other specified intestinal infections,130016,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,3876,390965,0.0784341151657132,-0.143773142579695,,,icd_first_occurrence-130016-both_sexes--
E23 Hypofunction and other disorders of pituitary gland,130726,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,818,394023,0.078625073528612,-0.316872976744278,,,icd_first_occurrence-130726-both_sexes--
Amputation of toe,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,374,394409,0.0789485063456088,0.466302340600237,,,categorical-20004-both_sexes-1442-
"A16 Respiratory tuberculosis, not confirmed bacteriologically or histologically",130022,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,427,394414,0.0792977088345796,-0.443711853655563,,,icd_first_occurrence-130022-both_sexes--
J74.9 Unspecified endoscopic ultrasound examination of pancreas,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,309,394532,0.0794227646726069,-0.513332764730457,,,categorical-41200-both_sexes-J749-
T62.2 Excision of bursa NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,309,394532,0.0795335289043156,-0.510337773283242,,,categorical-41200-both_sexes-T622-
Gastric/stomach ulcers,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2762,392021,0.0799166713542646,-0.170722876100932,,,categorical-20002-both_sexes-1142-
G90 Disorders of autonomic nervous system,131108,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,449,394392,0.0799360532042998,0.420687602458674,,,icd_first_occurrence-131108-both_sexes--
Mean MO in medial lemniscus on FA skeleton (right),25160,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0801391549745357,0.0673596782274591,,,continuous-25160-both_sexes--irnt
S57.3 Toilet of skin NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,275,394566,0.0801587909166228,-0.541826863890723,,,categorical-41200-both_sexes-S573-
Food weight,100001,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,56050,,0.080624319498527,-0.0360920198276803,,,continuous-100001-both_sexes--irnt
Mean MD in cingulum hippocampus on FA skeleton (left),25141,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0810029065905318,-0.0682609965817327,,,continuous-25141-both_sexes--irnt
BFPadjBMI male custom,BFPadjBMI_male_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,177550,,0.0812629445588991,-0.0225802680073673,,,continuous-BFPadjBMI_male_custom-males--custom
I27 Other pulmonary heart diseases,131310,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1255,393586,0.0813251351142961,-0.249939042242278,,,icd_first_occurrence-131310-both_sexes--
T26.2 Repair of recurrent incisional hernia using insert of prosthetic material,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,182,394659,0.0814681382007769,0.652583025929153,,,categorical-41200-both_sexes-T262-
Nasal polyp surgery / nasal polypectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1188,393595,0.0816514961828061,0.251387040356178,,,categorical-20004-both_sexes-1559-
Lacri-lube eye ointment,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,562,394221,0.0817120283769981,0.375508050980972,,,categorical-20003-both_sexes-1140881472-
Z38.5 Superficial femoral artery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,373,394468,0.081747874233032,-0.45862410591705,,,categorical-41210-both_sexes-Z385-
Y82.8 Other specified local anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1543,393298,0.0818221897628825,-0.225162038505402,,,categorical-41210-both_sexes-Y828-
E11 Non-insulin-dependent diabetes mellitus,130708,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,24153,370688,0.0819366961669124,-0.0554418544814961,,,icd_first_occurrence-130708-both_sexes--
Flax oil tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,642,394141,0.0819778401564465,0.346946547371772,,,categorical-20003-both_sexes-1140911730-
L27 Dermatitis due to substances taken internally,131734,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,800,394041,0.0820550173788279,-0.311938864130773,,,icd_first_occurrence-131734-both_sexes--
Minimum carotid IMT (intima-medial thickness) at 120 degrees ,22670,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,21819,,0.0823409392430822,-0.0561812370121906,,,continuous-22670-both_sexes--irnt
Mean OD in cingulum cingulate gyrus on FA skeleton (right),25426,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.0828251560838745,0.0682425262602082,,,continuous-25426-both_sexes--irnt
Frequency of inability to cease drinking in last year,20413,continuous,,Online follow-up > Mental health > Alcohol use,,70741,,0.082865642586713,-0.0214686257604088,,,continuous-20413-both_sexes--
Ever prescribed a medication for unusual or psychotic experiences,20466,categorical,,Online follow-up > Mental health > Unusual and psychotic experiences,,688,5539,0.0833814910570243,-0.362207902058837,,,categorical-20466-both_sexes--
T74.4 Injection of therapeutic substance into tendon NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,226,394615,0.0833998024728491,-0.579763911436011,,,categorical-41200-both_sexes-T744-
Sotalol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,608,394175,0.0834236610233416,-0.355412218755047,,,categorical-20003-both_sexes-1140879854-
Q17.8 Other specified therapeutic endoscopic operations on uterus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,535,213078,0.0836229501176199,0.381454798079208,,,categorical-41200-both_sexes-Q178-
G44 Other headache syndromes,131054,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,4386,390455,0.083706782518209,0.131690102464148,,,icd_first_occurrence-131054-both_sexes--
Weighted-mean FA in tract superior thalamic radiation (right),25512,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.0844004832643717,-0.0686193017704373,,,continuous-25512-both_sexes--irnt
Current tobacco smoking,1239,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,394432,,0.0846745317014306,0.00756729691876614,,,continuous-1239-both_sexes--
W84.6 Endoscopic excision of synovial plica,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,198,394643,0.084900629315641,0.611737677897392,,,categorical-41210-both_sexes-W846-
Mean L1 in medial lemniscus on FA skeleton (right),25208,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0850707208509649,0.0676914060402109,,,continuous-25208-both_sexes--irnt
all cause liver custom,all_cause_liver_custom,categorical,,Health-related outcomes > Hepatobiliary,,11072,383769,0.0852560473055994,-0.0835252437037865,,,categorical-all_cause_liver_custom-both_sexes--custom
Subarachnoid haemorrhage,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,366,394417,0.0853404833109486,-0.458580924955336,,,categorical-20002-both_sexes-1086-
U16.2 Magnetic resonance cholangiopancreatography,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,557,394284,0.0854292369961721,0.370816166635742,,,categorical-41200-both_sexes-U162-
L67.1 Biopsy of artery NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,513,394328,0.0857057049897809,0.385321292063763,,,categorical-41200-both_sexes-L671-
X29.2 Continuous intravenous infusion of therapeutic substance NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4413,390428,0.0860559576369405,-0.132037499932358,,,categorical-41200-both_sexes-X292-
Volume of grey matter in Thalamus (right),25879,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.0860623758973677,-0.0605655744140768,,,continuous-25879-both_sexes--irnt
Z66.4 Thoracic vertebra,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1370,393471,0.0861477132004828,-0.236151027503107,,,categorical-41210-both_sexes-Z664-
G19.9 Unspecified diagnostic endoscopic examination of oesophagus using rigid oesophagoscope,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,918,393923,0.0861889311724376,0.288702962278223,,,categorical-41210-both_sexes-G199-
"Ever had known person concerned about, or recommend reduction of, alcohol consumption",20405,continuous,,Online follow-up > Mental health > Alcohol use,,128101,,0.0862187378470587,-0.0105712927898838,,,continuous-20405-both_sexes--
E17.8 Other specified operations on unspecified nasal sinus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,266,394575,0.0866457691079896,-0.531452914361731,,,categorical-41210-both_sexes-E178-
